ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,,taxonomy
4330849,Bacteria,P:SR1,P:SR1,P:SR1,P:SR1,P:SR1,P:SR1,,Bacteria; P:SR1; P:SR1; P:SR1; P:SR1; P:SR1; P:SR1
4460021,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
2979308,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
4416646,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
204352,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
4472091,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
4460847,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
180857,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
3235048,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
320587,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
326479,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
4427459,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Ruminococcus,Ruminococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Ruminococcus; Ruminococcus
189312,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
1599042,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
1579250,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
235978,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
359788,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
300613,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
182797,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
313524,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
183827,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
4302396,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
303320,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
4336939,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
188225,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
3746307,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
4338990,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
235212,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
182044,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
104144,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
4318313,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
36378,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
586517,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
299441,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
19611,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
157772,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
207252,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
204093,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
3841096,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
175336,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
43950,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
4362724,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
183162,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
1010876,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
204126,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
175922,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
4352875,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
4431292,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
544996,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
520720,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
4330852,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
365536,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
1504042,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
157162,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
839964,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
196831,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
2203165,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Oscillospira,Oscillospira,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Oscillospira; Oscillospira
181862,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
197874,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
177775,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii
4462107,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii
177602,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii
4478125,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii
4481131,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii
189235,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Ruminococcaceae,F:Ruminococcaceae,F:Ruminococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Ruminococcaceae; F:Ruminococcaceae; F:Ruminococcaceae
4402903,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
185558,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
295427,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
195998,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
537219,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
789561,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
327672,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
305187,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
362955,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
105409,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
197233,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
4398613,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
321440,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
3308041,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
147678,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
4390863,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
3973322,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
801844,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
178712,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
4301511,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
4452633,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
287502,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
73000,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,Clostridium,Clostridium neonatale,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; Clostridium; Clostridium neonatale
585869,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,Clostridium,Clostridium,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; Clostridium; Clostridium
4482516,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
4434334,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
4393466,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,SMB53,SMB53,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; SMB53; SMB53
4468465,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
181466,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
337511,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
708285,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
4332078,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
178183,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Clostridiaceae,F:Clostridiaceae,F:Clostridiaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Clostridiaceae; F:Clostridiaceae; F:Clostridiaceae
157338,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
531928,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
826541,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
4381635,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
194597,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
229919,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
531038,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
4424113,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
188457,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
918313,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
4429981,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,O:Clostridiales,O:Clostridiales,O:Clostridiales,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; O:Clostridiales; O:Clostridiales; O:Clostridiales
